Local Time, Program run time, ID (hex),DLC,Data(hex)
2022-08-23 14:15:01.135762,1966.054000,1FF,8, 77 02 00 00 0B 58 00 00
2022-08-23 14:15:01.135840,1966.132000,2FF,8, 8B 02 00 00 E8 03 00 00
2022-08-23 14:15:01.135996,1966.288000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.136075,1966.367000,4FF,6, 6A 00 58 5C 00 00
2022-08-23 14:15:01.155861,1986.153000,1FF,8, 7F 02 00 00 F7 58 00 00
2022-08-23 14:15:01.156024,1986.316000,2FF,8, 94 02 00 00 E8 03 00 00
2022-08-23 14:15:01.156163,1986.455000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.156219,1986.511000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.175889,2006.181000,1FF,8, 88 02 00 00 F9 59 00 00
2022-08-23 14:15:01.176056,2006.348000,2FF,8, 9D 02 00 00 E8 03 00 00
2022-08-23 14:15:01.176179,2006.471000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.176263,2006.555000,4FF,6, 6A 00 A2 5D 00 00
2022-08-23 14:15:01.196075,2026.367000,1FF,8, 90 02 00 00 BD 5B 00 00
2022-08-23 14:15:01.196191,2026.483000,2FF,8, A6 02 00 00 E8 03 00 00
2022-08-23 14:15:01.196296,2026.588000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.196399,2026.691000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.216221,2046.513000,1FF,8, 99 02 00 00 15 5D 00 00
2022-08-23 14:15:01.216323,2046.615000,2FF,8, AE 02 00 00 E8 03 00 00
2022-08-23 14:15:01.216436,2046.728000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.216520,2046.812000,4FF,6, 6A 00 3E 5D 00 00
2022-08-23 14:15:01.236316,2066.608000,1FF,8, A2 02 00 00 2F 5F 00 00
2022-08-23 14:15:01.236418,2066.710000,2FF,8, B7 02 00 00 E8 03 00 00
2022-08-23 14:15:01.236589,2066.881000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.236659,2066.951000,4FF,6, 65 00 BC 5C 00 00
2022-08-23 14:15:01.256482,2086.774000,1FF,8, AA 02 00 00 75 62 00 00
2022-08-23 14:15:01.256554,2086.846000,2FF,8, C0 02 00 00 E8 03 00 00
2022-08-23 14:15:01.256691,2086.983000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.256789,2087.081000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.276589,2106.881000,1FF,8, B3 02 00 00 B8 63 00 00
2022-08-23 14:15:01.276687,2106.979000,2FF,8, C9 02 00 00 E8 03 00 00
2022-08-23 14:15:01.276800,2107.092000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.276907,2107.199000,4FF,6, 65 00 16 5D 00 00
2022-08-23 14:15:01.296705,2126.997000,1FF,8, BC 02 00 00 D0 64 00 00
2022-08-23 14:15:01.296816,2127.108000,2FF,8, D2 02 00 00 E8 03 00 00
2022-08-23 14:15:01.296938,2127.230000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.297043,2127.335000,4FF,6, 6A 00 52 5D 00 00
2022-08-23 14:15:01.316925,2147.217000,1FF,8, C5 02 00 00 12 66 00 00
2022-08-23 14:15:01.317009,2147.301000,2FF,8, DA 02 00 00 E8 03 00 00
2022-08-23 14:15:01.317107,2147.399000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.317152,2147.444000,4FF,6, 6A 00 A2 5D 00 00
2022-08-23 14:15:01.337001,2167.293000,1FF,8, CE 02 00 00 CB 62 00 00
2022-08-23 14:15:01.337089,2167.381000,2FF,8, E3 02 00 00 E8 03 00 00
2022-08-23 14:15:01.337209,2167.501000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.337312,2167.604000,4FF,6, 6A 00 7A 5D 00 00
2022-08-23 14:15:01.357239,2187.531000,1FF,8, D7 02 00 00 F6 62 00 00
2022-08-23 14:15:01.357377,2187.669000,2FF,8, ED 02 00 00 E8 03 00 00
2022-08-23 14:15:01.357406,2187.698000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.357490,2187.782000,4FF,6, 6A 00 52 5D 00 00
2022-08-23 14:15:01.377440,2207.732000,1FF,8, E0 02 00 00 62 63 00 00
2022-08-23 14:15:01.377527,2207.819000,2FF,8, F6 02 00 00 E8 03 00 00
2022-08-23 14:15:01.377551,2207.843000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.377636,2207.928000,4FF,6, 6A 00 52 5D 00 00
2022-08-23 14:15:01.397733,2228.025000,1FF,8, E9 02 00 00 F6 62 00 00
2022-08-23 14:15:01.397894,2228.186000,2FF,8, FE 02 00 00 E8 03 00 00
2022-08-23 14:15:01.397920,2228.212000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.397944,2228.236000,4FF,6, 6A 00 44 5C 00 00
2022-08-23 14:15:01.417823,2248.115000,1FF,8, F1 02 00 00 9E 61 00 00
2022-08-23 14:15:01.417950,2248.242000,2FF,8, 07 03 00 00 E8 03 00 00
2022-08-23 14:15:01.418041,2248.333000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.418109,2248.401000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.438044,2268.336000,1FF,8, FA 02 00 00 62 63 00 00
2022-08-23 14:15:01.438251,2268.543000,2FF,8, 10 03 00 00 E8 03 00 00
2022-08-23 14:15:01.438287,2268.579000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.438312,2268.604000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.458241,2288.533000,1FF,8, 03 03 00 00 BC 65 00 00
2022-08-23 14:15:01.458380,2288.672000,2FF,8, 19 03 00 00 E8 03 00 00
2022-08-23 14:15:01.458456,2288.748000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.458537,2288.829000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.478390,2308.682000,1FF,8, 0C 03 00 00 E3 63 00 00
2022-08-23 14:15:01.478503,2308.795000,2FF,8, 22 03 00 00 E8 03 00 00
2022-08-23 14:15:01.478555,2308.847000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.478690,2308.982000,4FF,6, 65 00 7A 5D 00 00
2022-08-23 14:15:01.498533,2328.825000,1FF,8, 15 03 00 00 10 65 00 00
2022-08-23 14:15:01.498758,2329.050000,2FF,8, 2A 03 00 00 E8 03 00 00
2022-08-23 14:15:01.498788,2329.080000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.498815,2329.107000,4FF,6, 6A 00 66 5D 00 00
2022-08-23 14:15:01.518657,2348.949000,1FF,8, 1E 03 00 00 0C 63 00 00
2022-08-23 14:15:01.518763,2349.055000,2FF,8, 33 03 00 00 E8 03 00 00
2022-08-23 14:15:01.518870,2349.162000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.518949,2349.241000,4FF,6, 65 00 30 5C 00 00
2022-08-23 14:15:01.538901,2369.193000,1FF,8, 27 03 00 00 4F 64 00 00
2022-08-23 14:15:01.539068,2369.360000,2FF,8, 3C 03 00 00 E8 03 00 00
2022-08-23 14:15:01.539098,2369.390000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.539211,2369.503000,4FF,6, 65 00 30 5C 00 00
2022-08-23 14:15:01.559080,2389.372000,1FF,8, 2F 03 00 00 FB 64 00 00
2022-08-23 14:15:01.559201,2389.493000,2FF,8, 45 03 00 00 E8 03 00 00
2022-08-23 14:15:01.559307,2389.599000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.559431,2389.723000,4FF,6, 6A 00 CA 5D 00 00
2022-08-23 14:15:01.579202,2409.494000,1FF,8, 38 03 00 00 3D 66 00 00
2022-08-23 14:15:01.579312,2409.604000,2FF,8, 4F 03 00 00 E8 03 00 00
2022-08-23 14:15:01.579453,2409.745000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.579536,2409.828000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.599382,2429.674000,1FF,8, 41 03 00 00 93 66 00 00
2022-08-23 14:15:01.599489,2429.781000,2FF,8, 57 03 00 00 E8 03 00 00
2022-08-23 14:15:01.599609,2429.901000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.599717,2430.009000,4FF,6, 6A 00 3E 5D 00 00
2022-08-23 14:15:01.619483,2449.775000,1FF,8, 4A 03 00 00 BE 66 00 00
2022-08-23 14:15:01.619590,2449.882000,2FF,8, 60 03 00 00 E8 03 00 00
2022-08-23 14:15:01.619721,2450.013000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.619798,2450.090000,4FF,6, 65 00 7A 5D 00 00
2022-08-23 14:15:01.639617,2469.909000,1FF,8, 53 03 00 00 91 65 00 00
2022-08-23 14:15:01.639704,2469.996000,2FF,8, 69 03 00 00 E8 03 00 00
2022-08-23 14:15:01.639837,2470.129000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.639928,2470.220000,4FF,6, 6A 00 66 5D 00 00
2022-08-23 14:15:01.659703,2489.995000,1FF,8, 5C 03 00 00 D4 66 00 00
2022-08-23 14:15:01.659807,2490.099000,2FF,8, 72 03 00 00 E8 03 00 00
2022-08-23 14:15:01.659929,2490.221000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.660030,2490.322000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.679886,2510.178000,1FF,8, 64 03 00 00 2A 67 00 00
2022-08-23 14:15:01.679991,2510.283000,2FF,8, 7B 03 00 00 E8 03 00 00
2022-08-23 14:15:01.680125,2510.417000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.680227,2510.519000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.700062,2530.354000,1FF,8, 6D 03 00 00 93 66 00 00
2022-08-23 14:15:01.700179,2530.471000,2FF,8, 83 03 00 00 E8 03 00 00
2022-08-23 14:15:01.700280,2530.572000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.700372,2530.664000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.720213,2550.505000,1FF,8, 76 03 00 00 66 65 00 00
2022-08-23 14:15:01.720299,2550.591000,2FF,8, 8C 03 00 00 E8 03 00 00
2022-08-23 14:15:01.720436,2550.728000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.720535,2550.827000,4FF,6, 6A 00 66 5D 00 00
2022-08-23 14:15:01.740361,2570.653000,1FF,8, 7F 03 00 00 3B 65 00 00
2022-08-23 14:15:01.740455,2570.747000,2FF,8, 95 03 00 00 E8 03 00 00
2022-08-23 14:15:01.740578,2570.870000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.740675,2570.967000,4FF,6, 6A 00 BC 5C 00 00
2022-08-23 14:15:01.760516,2590.808000,1FF,8, 87 03 00 00 7C 65 00 00
2022-08-23 14:15:01.760590,2590.882000,2FF,8, 9E 03 00 00 E8 03 00 00
2022-08-23 14:15:01.760726,2591.018000,3FF,8, 87 01 00 00 00 00 00 00
2022-08-23 14:15:01.760823,2591.115000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.780808,2611.100000,1FF,8, 90 03 00 00 82 68 00 00
2022-08-23 14:15:01.780933,2611.225000,2FF,8, A7 03 00 00 E8 03 00 00
2022-08-23 14:15:01.780960,2611.252000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.781085,2611.377000,4FF,6, 6A 00 E4 5C 00 00
2022-08-23 14:15:01.801517,2631.809000,1FF,8, 99 03 00 00 C2 68 00 00
2022-08-23 14:15:01.801644,2631.936000,2FF,8, B0 03 00 00 E8 03 00 00
2022-08-23 14:15:01.801747,2632.039000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.802708,2633.000000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.821734,2652.026000,1FF,8, A2 03 00 00 ED 68 00 00
2022-08-23 14:15:01.821916,2652.208000,2FF,8, B9 03 00 00 E8 03 00 00
2022-08-23 14:15:01.821951,2652.243000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.821976,2652.268000,4FF,6, 6A 00 02 5D 00 00
2022-08-23 14:15:01.841829,2672.121000,1FF,8, AB 03 00 00 41 68 00 00
2022-08-23 14:15:01.841945,2672.237000,2FF,8, C2 03 00 00 E8 03 00 00
2022-08-23 14:15:01.842016,2672.308000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.842143,2672.435000,4FF,6, 6A 00 16 5D 00 00
2022-08-23 14:15:01.861952,2692.244000,1FF,8, B4 03 00 00 59 69 00 00
2022-08-23 14:15:01.862043,2692.335000,2FF,8, CB 03 00 00 E8 03 00 00
2022-08-23 14:15:01.862147,2692.439000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.862248,2692.540000,4FF,6, 65 00 3E 5D 00 00
2022-08-23 14:15:01.882267,2712.559000,1FF,8, BD 03 00 00 7E 66 00 00
2022-08-23 14:15:01.882470,2712.762000,2FF,8, D3 03 00 00 E8 03 00 00
2022-08-23 14:15:01.882507,2712.799000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.882530,2712.822000,4FF,6, 6A 00 A2 5D 00 00
2022-08-23 14:15:01.902310,2732.602000,1FF,8, C5 03 00 00 E1 62 00 00
2022-08-23 14:15:01.902426,2732.718000,2FF,8, DA 03 00 00 E8 03 00 00
2022-08-23 14:15:01.902487,2732.779000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.902661,2732.953000,4FF,6, 65 00 2A 5D 00 00
2022-08-23 14:15:01.922772,2753.064000,1FF,8, CD 03 00 00 96 5D 00 00
2022-08-23 14:15:01.922969,2753.261000,2FF,8, DF 03 00 00 E8 03 00 00
2022-08-23 14:15:01.923010,2753.302000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.923033,2753.325000,4FF,6, 6A 00 52 5D 00 00
2022-08-23 14:15:01.942743,2773.035000,1FF,8, D4 03 00 00 F7 58 00 00
2022-08-23 14:15:01.942822,2773.114000,2FF,8, E3 03 00 00 E8 03 00 00
2022-08-23 14:15:01.943019,2773.311000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.943088,2773.380000,4FF,6, 6A 00 A2 5D 00 00
2022-08-23 14:15:01.962968,2793.260000,1FF,8, D8 03 00 00 D5 52 00 00
2022-08-23 14:15:01.963100,2793.392000,2FF,8, E6 03 00 00 E8 03 00 00
2022-08-23 14:15:01.963124,2793.416000,3FF,8, 90 01 00 00 00 00 00 00
2022-08-23 14:15:01.963173,2793.465000,4FF,6, 6F 00 A2 5D 00 00
2022-08-23 14:15:01.983103,2813.395000,1FF,8, DB 03 00 00 F6 4D 00 00
2022-08-23 14:15:01.983263,2813.555000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:01.983313,2813.605000,3FF,8, 2C 01 00 00 00 00 00 00
2022-08-23 14:15:01.983438,2813.730000,4FF,6, 6A 00 8E 5D 00 00
2022-08-23 14:15:02.003307,2833.599000,1FF,8, DD 03 00 00 D8 49 00 00
2022-08-23 14:15:02.003466,2833.758000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.003497,2833.789000,3FF,8, 2C 01 00 00 00 00 00 00
2022-08-23 14:15:02.003599,2833.891000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.023471,2853.763000,1FF,8, DD 03 00 00 57 49 00 00
2022-08-23 14:15:02.023621,2853.913000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.023648,2853.940000,3FF,8, 2C 01 00 00 00 00 00 00
2022-08-23 14:15:02.023750,2854.042000,4FF,6, 6A 00 CA 5D 00 00
2022-08-23 14:15:02.043692,2873.984000,1FF,8, DC 03 00 00 9E 4C 00 00
2022-08-23 14:15:02.043798,2874.090000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.043852,2874.144000,3FF,8, 2C 01 00 00 00 00 00 00
2022-08-23 14:15:02.043973,2874.265000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.063812,2894.104000,1FF,8, DC 03 00 00 B5 4D 00 00
2022-08-23 14:15:02.063889,2894.181000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.063996,2894.288000,3FF,8, 2C 01 00 00 00 00 00 00
2022-08-23 14:15:02.064121,2894.413000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.083922,2914.214000,1FF,8, DC 03 00 00 61 4E 00 00
2022-08-23 14:15:02.084015,2914.307000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.084144,2914.436000,3FF,8, 12 00 00 00 00 00 00 00
2022-08-23 14:15:02.084250,2914.542000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.104098,2934.390000,1FF,8, DC 03 00 00 F8 4E 00 00
2022-08-23 14:15:02.104169,2934.461000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.104282,2934.574000,3FF,8, 12 00 00 00 00 00 00 00
2022-08-23 14:15:02.104363,2934.655000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.124164,2954.456000,1FF,8, DC 03 00 00 63 4F 00 00
2022-08-23 14:15:02.124279,2954.571000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.124389,2954.681000,3FF,8, 12 00 00 00 00 00 00 00
2022-08-23 14:15:02.124484,2954.776000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.144537,2974.829000,1FF,8, DC 03 00 00 79 4F 00 00
2022-08-23 14:15:02.144709,2975.001000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.144738,2975.030000,3FF,8, 12 00 00 00 00 00 00 00
2022-08-23 14:15:02.144828,2975.120000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.165060,2995.352000,1FF,8, DC 03 00 00 CF 4F 00 00
2022-08-23 14:15:02.165219,2995.511000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.165244,2995.536000,3FF,8, 12 00 00 00 00 00 00 00
2022-08-23 14:15:02.165265,2995.557000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.185399,3015.691000,1FF,8, DC 03 00 00 25 50 00 00
2022-08-23 14:15:02.185622,3015.914000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.185654,3015.946000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.185678,3015.970000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.205994,3036.286000,1FF,8, DC 03 00 00 50 50 00 00
2022-08-23 14:15:02.206180,3036.472000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.206218,3036.510000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.206241,3036.533000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.225984,3056.276000,1FF,8, DC 03 00 00 50 50 00 00
2022-08-23 14:15:02.226127,3056.419000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.226156,3056.448000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.226177,3056.469000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.246287,3076.579000,1FF,8, DC 03 00 00 10 50 00 00
2022-08-23 14:15:02.246590,3076.882000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.246634,3076.926000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.246663,3076.955000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.266441,3096.733000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.266605,3096.897000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.266631,3096.923000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.266724,3097.016000,4FF,6, 65 00 B6 5D 00 00
2022-08-23 14:15:02.286720,3117.012000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.286878,3117.170000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.286901,3117.193000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.287007,3117.299000,4FF,6, 65 00 B6 5D 00 00
2022-08-23 14:15:02.306978,3137.270000,1FF,8, DC 03 00 00 7B 50 00 00
2022-08-23 14:15:02.307150,3137.442000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.307181,3137.473000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.307223,3137.515000,4FF,6, 74 00 B6 5D 00 00
2022-08-23 14:15:02.327246,3157.538000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.327612,3157.904000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.327653,3157.945000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.327677,3157.969000,4FF,6, 6A 00 CA 5D 00 00
2022-08-23 14:15:02.347533,3177.825000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.347703,3177.995000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.347730,3178.022000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.347754,3178.046000,4FF,6, 6A 00 B6 5D 00 00
2022-08-23 14:15:02.367944,3198.236000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.368107,3198.399000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.368139,3198.431000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.368164,3198.456000,4FF,6, 6A 00 B6 5D 00 00
2022-08-23 14:15:02.387893,3218.185000,1FF,8, DC 03 00 00 BC 50 00 00
2022-08-23 14:15:02.388050,3218.342000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.388073,3218.365000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.388165,3218.457000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.407976,3238.268000,1FF,8, DC 03 00 00 A6 50 00 00
2022-08-23 14:15:02.408132,3238.424000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.408156,3238.448000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.408281,3238.573000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.428293,3258.585000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.428504,3258.796000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.428540,3258.832000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.428565,3258.857000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.448462,3278.754000,1FF,8, DC 03 00 00 7B 50 00 00
2022-08-23 14:15:02.448755,3279.047000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.448796,3279.088000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.448827,3279.119000,4FF,6, 6A 00 B6 5D 00 00
2022-08-23 14:15:02.468485,3298.777000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.468638,3298.930000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.468714,3299.006000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.468790,3299.082000,4FF,6, 65 00 CA 5D 00 00
2022-08-23 14:15:02.488649,3318.941000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.488767,3319.059000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.488861,3319.153000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.488958,3319.250000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.508781,3339.073000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.508879,3339.171000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.509047,3339.339000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.509115,3339.407000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.529074,3359.366000,1FF,8, DC 03 00 00 7B 50 00 00
2022-08-23 14:15:02.529199,3359.491000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.529236,3359.528000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.529336,3359.628000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.549142,3379.434000,1FF,8, DC 03 00 00 91 50 00 00
2022-08-23 14:15:02.549263,3379.555000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.549359,3379.651000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.549466,3379.758000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.569252,3399.544000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.569349,3399.641000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.569493,3399.785000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.569594,3399.886000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.589493,3419.785000,1FF,8, DC 03 00 00 66 50 00 00
2022-08-23 14:15:02.589645,3419.937000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.589667,3419.959000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.589826,3420.118000,4FF,6, 6F 00 CA 5D 00 00
2022-08-23 14:15:02.609753,3440.045000,1FF,8, DC 03 00 00 10 50 00 00
2022-08-23 14:15:02.609968,3440.260000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.609997,3440.289000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.610021,3440.313000,4FF,6, 74 00 B6 5D 00 00
2022-08-23 14:15:02.629755,3460.047000,1FF,8, DC 03 00 00 25 50 00 00
2022-08-23 14:15:02.629863,3460.155000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.630019,3460.311000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.630131,3460.423000,4FF,6, 6A 00 CA 5D 00 00
2022-08-23 14:15:02.650077,3480.369000,1FF,8, DC 03 00 00 50 50 00 00
2022-08-23 14:15:02.650288,3480.580000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.650314,3480.606000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.650386,3480.678000,4FF,6, 6F 00 B6 5D 00 00
2022-08-23 14:15:02.670406,3500.698000,1FF,8, DC 03 00 00 25 50 00 00
2022-08-23 14:15:02.670650,3500.942000,2FF,8, E8 03 00 00 E8 03 00 00
2022-08-23 14:15:02.670687,3500.979000,3FF,8, 00 00 00 00 00 00 00 00
2022-08-23 14:15:02.670713,3501.005000,4FF,6, 6A 00 CA 5D 00 00
2022-08-23 14:15:02.690770,3521.062000,1FF,8, DC 03 00 00 3B 50 00 00
